   156.00   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.00   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.01   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.01   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.01   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.02   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.02   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.02   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.02   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.03   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.03   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.03   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.04   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.04   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.04   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.05   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.05   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.05   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.05   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.06   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.06   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.06   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.07   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.07   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.07   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.08   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.08   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.08   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.08   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.09   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.09   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.09   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.10   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.10   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.10   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.11   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.11   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.11   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.11   0.0000000000   0.0000000000   0.0000000000   0.0000000000
   156.12   0.0000000000   0.0000000000   0.0000000000   0.0000000000
